Time,VDUs
0.0,1
32.0,1
64.0,1
96.0,1
129.0,1
161.0,1
193.0,3
226.0,3
258.0,4
291.0,4
323.0,6
356.0,7
389.0,9
423.0,11
456.0,11
489.0,11
523.0,11
556.0,11
589.0,11
622.0,11
655.0,11
688.0,11
721.0,11
754.0,11
786.0,11
819.0,8
852.0,5
884.0,2
917.0,1
949.0,1
