Time,VDUs
0.0,1
32.0,1
64.0,2
97.0,2
129.0,2
161.0,2
194.0,3
226.0,3
258.0,4
291.0,4
323.0,5
356.0,5
388.0,7
421.0,7
453.0,6
486.0,6
519.0,8
552.0,8
585.0,5
617.0,4
650.0,2
682.0,1
714.0,1
746.0,1
778.0,1
