Time,VDUs
0.0,1
32.0,1
64.0,1
97.0,1
129.0,2
162.0,2
194.0,2
227.0,2
259.0,3
292.0,3
324.0,3
357.0,3
389.0,4
422.0,4
454.0,4
487.0,5
520.0,5
552.0,5
585.0,5
618.0,6
650.0,6
683.0,6
716.0,6
748.0,8
781.0,10
814.0,10
847.0,10
880.0,12
913.0,12
945.0,12
978.0,11
1011.0,8
1043.0,8
1076.0,8
1109.0,6
1141.0,3
1173.0,1
