Time,VDUs
0.0,1
33.0,1
65.0,1
98.0,1
130.0,2
162.0,2
195.0,2
227.0,2
260.0,4
292.0,4
325.0,4
357.0,4
390.0,5
422.0,5
454.0,5
487.0,6
520.0,6
553.0,6
586.0,6
619.0,7
652.0,8
685.0,9
719.0,9
752.0,10
785.0,11
818.0,12
852.0,12
884.0,12
917.0,12
950.0,12
983.0,12
1015.0,10
1048.0,7
1081.0,5
1113.0,2
1146.0,1
