Time VDUs
18:02:12 1
18:02:45 1
18:03:17 1
18:03:50 1
18:04:22 2
18:04:54 2
18:05:27 2
18:05:59 2
18:06:32 4
18:07:04 4
18:07:37 4
18:08:09 4
18:08:42 5
18:09:14 5
18:09:46 5
18:10:19 6
18:10:52 6
18:11:25 6
18:11:58 6
18:12:31 7
18:13:04 8
18:13:37 9
18:14:11 9
18:14:44 10
18:15:17 11
18:15:50 12
18:16:24 12
18:16:56 12
18:17:29 12
18:18:02 12
18:18:35 12
18:19:07 10
18:19:40 7
18:20:13 5
18:20:45 2
18:21:18 1
