Time,VDUs
0.0,1
32.0,1
64.0,1
97.0,1
129.0,2
161.0,2
194.0,2
226.0,2
259.0,3
291.0,3
324.0,3
357.0,3
390.0,4
422.0,4
455.0,4
488.0,4
520.0,6
553.0,6
585.0,6
618.0,6
651.0,9
684.0,9
717.0,9
750.0,10
783.0,11
816.0,12
849.0,12
882.0,11
915.0,11
948.0,11
980.0,11
1013.0,9
1046.0,6
1078.0,4
1111.0,1
