Time,VDUs
0.0,1
33.0,1
65.0,1
97.0,1
129.0,2
162.0,3
195.0,3
227.0,5
260.0,5
292.0,5
326.0,4
358.0,4
391.0,4
424.0,4
456.0,4
489.0,4
521.0,4
554.0,4
586.0,5
619.0,5
653.0,6
686.0,6
718.0,7
751.0,7
784.0,8
817.0,8
849.0,9
882.0,9
915.0,10
948.0,10
981.0,11
1014.0,12
1047.0,12
1079.0,12
1112.0,11
1145.0,11
1178.0,11
1210.0,8
1243.0,5
1275.0,4
1308.0,1
