Time,VDUs
0.0,1
32.0,1
64.0,1
97.0,1
129.0,2
161.0,2
193.0,3
226.0,3
258.0,4
291.0,4
323.0,5
356.0,6
388.0,7
421.0,9
455.0,10
487.0,11
520.0,11
553.0,11
586.0,11
619.0,11
652.0,11
685.0,11
718.0,11
751.0,11
784.0,10
817.0,8
849.0,6
882.0,3
914.0,2
947.0,1
